asset_id,category,type,priority,kind,file,runtime_ready
BAR_STOOL_BLUE_001,pantry,stool,P2,3d_glb,01_runtime_3d/models/pantry/BAR_STOOL_BLUE_001.glb,True
FRIDGE_001,pantry,fridge,P2,3d_glb,01_runtime_3d/models/pantry/FRIDGE_001.glb,True
MICROWAVE_001,pantry,microwave,P2,3d_glb,01_runtime_3d/models/pantry/MICROWAVE_001.glb,True
MONITOR_SINGLE_001,props,monitor,P1,3d_glb,01_runtime_3d/models/props/MONITOR_SINGLE_001.glb,True
MONITOR_DUAL_001,props,monitor,P1,3d_glb,01_runtime_3d/models/props/MONITOR_DUAL_001.glb,True
LAPTOP_OPEN_001,props,laptop,P1,3d_glb,01_runtime_3d/models/props/LAPTOP_OPEN_001.glb,True
KEYBOARD_MOUSE_SET_001,props,keyboard_mouse,P1,3d_glb,01_runtime_3d/models/props/KEYBOARD_MOUSE_SET_001.glb,True
DESK_LAMP_SLIM_001,props,lamp,P1,3d_glb,01_runtime_3d/models/props/DESK_LAMP_SLIM_001.glb,True
MUG_CERAMIC_001,props,mug,P1,3d_glb,01_runtime_3d/models/props/MUG_CERAMIC_001.glb,True
COFFEE_TAKEOUT_001,props,cup,P1,3d_glb,01_runtime_3d/models/props/COFFEE_TAKEOUT_001.glb,True
DESK_PHONE_001,props,phone,P2,3d_glb,01_runtime_3d/models/props/DESK_PHONE_001.glb,True
PAPER_STACK_001,props,paper,P2,3d_glb,01_runtime_3d/models/props/PAPER_STACK_001.glb,True
PEN_HOLDER_001,props,pen_holder,P2,3d_glb,01_runtime_3d/models/props/PEN_HOLDER_001.glb,True
BOOK_STACK_001,props,books,P2,3d_glb,01_runtime_3d/models/props/BOOK_STACK_001.glb,True
BINDER_SET_001,props,binder,P2,3d_glb,01_runtime_3d/models/props/BINDER_SET_001.glb,True
HEADSET_001,props,headset,P2,3d_glb,01_runtime_3d/models/props/HEADSET_001.glb,True
CABLE_SET_001,props,cable,P2,3d_glb,01_runtime_3d/models/props/CABLE_SET_001.glb,True
DOCUMENT_TRAY_001,props,tray,P2,3d_glb,01_runtime_3d/models/props/DOCUMENT_TRAY_001.glb,True
SHELF_OPEN_001,storage,shelf,P1,3d_glb,01_runtime_3d/models/storage/SHELF_OPEN_001.glb,True
CABINET_FILE_001,storage,cabinet,P1,3d_glb,01_runtime_3d/models/storage/CABINET_FILE_001.glb,True
LOCKER_001,storage,locker,P2,3d_glb,01_runtime_3d/models/storage/LOCKER_001.glb,True
PRINTER_MFP_001,storage,printer,P1,3d_glb,01_runtime_3d/models/storage/PRINTER_MFP_001.glb,True
TRASH_BIN_001,storage,trash,P2,3d_glb,01_runtime_3d/models/storage/TRASH_BIN_001.glb,True
PLANT_LARGE_REALISTIC_HERO_001,plants,plant,P1,3d_glb,01_runtime_3d/models/plants/PLANT_LARGE_REALISTIC_HERO_001.glb,True
PLANT_MEDIUM_001,plants,plant,P1,3d_glb,01_runtime_3d/models/plants/PLANT_MEDIUM_001.glb,True
PLANT_SMALL_DESK_001,plants,plant,P1,3d_glb,01_runtime_3d/models/plants/PLANT_SMALL_DESK_001.glb,True
PLANT_HANGING_001,plants,plant,P2,3d_glb,01_runtime_3d/models/plants/PLANT_HANGING_001.glb,True
WALL_ART_FRAME_001,decor,art,P2,3d_glb,01_runtime_3d/models/decor/WALL_ART_FRAME_001.glb,True
POSTER_FOCUS_PLAN_EXECUTE_001,decor,poster,P2,3d_glb,01_runtime_3d/models/decor/POSTER_FOCUS_PLAN_EXECUTE_001.glb,True
WALL_CLOCK_001,decor,clock,P2,3d_glb,01_runtime_3d/models/decor/WALL_CLOCK_001.glb,True
LIGHT_CEILING_PANEL_001,lighting,light,P2,3d_glb,01_runtime_3d/models/lighting/LIGHT_CEILING_PANEL_001.glb,True
LIGHT_PENDANT_WARM_001,lighting,light,P2,3d_glb,01_runtime_3d/models/lighting/LIGHT_PENDANT_WARM_001.glb,True
CHAR_MALE_001,characters,character,P1,3d_glb,01_runtime_3d/models/characters/CHAR_MALE_001.glb,True
CHAR_FEMALE_001,characters,character,P1,3d_glb,01_runtime_3d/models/characters/CHAR_FEMALE_001.glb,True
CHAR_RECEPTIONIST_001,characters,character,P1,3d_glb,01_runtime_3d/models/characters/CHAR_RECEPTIONIST_001.glb,True
CHAR_MALE_CASUAL_002,characters,character,P2,3d_glb,01_runtime_3d/models/characters/CHAR_MALE_CASUAL_002.glb,True
CHAR_FEMALE_BUSINESS_002,characters,character,P2,3d_glb,01_runtime_3d/models/characters/CHAR_FEMALE_BUSINESS_002.glb,True
CHAR_FEMALE_HERO_V4_001,characters,avatar,P0,3d_glb,01_runtime_3d/models/v4_characters/CHAR_FEMALE_HERO_V4_001.glb,True
CHAR_MALE_HERO_V4_001,characters,avatar,P0,3d_glb,01_runtime_3d/models/v4_characters/CHAR_MALE_HERO_V4_001.glb,True
CHAR_RECEPTIONIST_HERO_V4_001,characters,avatar,P0,3d_glb,01_runtime_3d/models/v4_characters/CHAR_RECEPTIONIST_HERO_V4_001.glb,True
HERO_GLASS_MEETING_ROOM_V4_001,hero,production_hero_module,P0,3d_glb,01_runtime_3d/models/v4_hero/HERO_GLASS_MEETING_ROOM_V4_001.glb,True
HERO_LOUNGE_BLUE_AREA_V4_001,hero,production_hero_module,P0,3d_glb,01_runtime_3d/models/v4_hero/HERO_LOUNGE_BLUE_AREA_V4_001.glb,True
HERO_PANTRY_CAFE_V4_001,hero,production_hero_module,P0,3d_glb,01_runtime_3d/models/v4_hero/HERO_PANTRY_CAFE_V4_001.glb,True
HERO_RECEPTION_LOBBY_V4_001,hero,production_hero_module,P0,3d_glb,01_runtime_3d/models/v4_hero/HERO_RECEPTION_LOBBY_V4_001.glb,True
HERO_WORKSTATION_CLUSTER_V4_001,hero,production_hero_module,P0,3d_glb,01_runtime_3d/models/v4_hero/HERO_WORKSTATION_CLUSTER_V4_001.glb,True
SCENE_ACME_HQ_HERO_V3_001,scene,composite_scene,P0,scene_glb,01_runtime_3d/scenes/SCENE_ACME_HQ_HERO_V3_001.glb,True
SCENE_ACME_HQ_HERO_V4_001,scene,composite_scene,P0,scene_glb,01_runtime_3d/scenes/SCENE_ACME_HQ_HERO_V4_001.glb,True
SCENE_ASSET_GALLERY_HERO_V3_001,scene,composite_scene,P0,scene_glb,01_runtime_3d/scenes/SCENE_ASSET_GALLERY_HERO_V3_001.glb,True
SCENE_ASSET_GALLERY_HERO_V4_001,scene,composite_scene,P0,scene_glb,01_runtime_3d/scenes/SCENE_ASSET_GALLERY_HERO_V4_001.glb,True
SCENE_VERTICAL_SLICE_HERO_V3_001,scene,composite_scene,P0,scene_glb,01_runtime_3d/scenes/SCENE_VERTICAL_SLICE_HERO_V3_001.glb,True
SCENE_VERTICAL_SLICE_HERO_V4_001,scene,composite_scene,P0,scene_glb,01_runtime_3d/scenes/SCENE_VERTICAL_SLICE_HERO_V4_001.glb,True
UI_LEFT_SIDEBAR,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_LEFT_SIDEBAR.png,True
UI_MINIMAP_FLOOR_1,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_MINIMAP_FLOOR_1.png,True
UI_NAME_TAG_ONLINE,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_NAME_TAG_ONLINE.png,True
UI_PEOPLE_PANEL,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_PEOPLE_PANEL.png,True
UI_ROOM_LABEL_PRODUCT_SYNC,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_ROOM_LABEL_PRODUCT_SYNC.png,True
UI_VIDEO_MEETING_CARD,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_VIDEO_MEETING_CARD.png,True
UI_WALK_HINT_ENTER,ui_overlay,png,P0,ui_asset,02_ui_overlay_assets/png/UI_WALK_HINT_ENTER.png,True
UI_ROOM_OUTLINE_BLUE,ui_overlay,svg,P0,ui_asset,02_ui_overlay_assets/svg/UI_ROOM_OUTLINE_BLUE.svg,True
UI_SEARCH_BOX,ui_overlay,svg,P0,ui_asset,02_ui_overlay_assets/svg/UI_SEARCH_BOX.svg,True
UI_STATUS_DOT_ONLINE,ui_overlay,svg,P0,ui_asset,02_ui_overlay_assets/svg/UI_STATUS_DOT_ONLINE.svg,True
UI_VIDEO_ICON,ui_overlay,svg,P0,ui_asset,02_ui_overlay_assets/svg/UI_VIDEO_ICON.svg,True
